[2025-06-01 17:22:26,753][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:36:25,506][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7861aa01b610>
[2025-06-17 12:36:25,506][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-17 12:36:25,507][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-17 12:36:25,507][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "урт хугацааны өрийн дэлгэрэнгүй, зээлийн хуваарь, хүүний түвшин, жилийн хүү, үндсэн төлбөрийн буцаан төлөлт",
  "queries": null,
  "k": 12,
  "n_clusters": 10
}
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:36:25,507][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:36:25,508][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:25,508][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:25,508][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-17 12:36:25,509][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-17 12:36:25,509][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-17 12:36:26,282][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-17 12:36:26,545][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-17 12:36:28,588][DEBUG][MCPVectorOps] Response sent
[2025-06-17 12:36:30,626][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:36:30,631][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-17 12:36:30,631][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-17 12:36:30,631][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-17 12:36:30,631][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-17 12:36:30,631][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-17 12:36:30,631][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-17 12:36:30,631][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-17 12:36:30,632][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-17 12:36:30,639][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:36:30,639][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-17 12:36:30,639][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-17 12:36:30,647][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-17 12:36:30,648][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x74ae82217610>
[2025-06-17 12:36:30,648][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-17 12:36:30,648][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-17 12:36:30,648][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "урт хугацааны өрийн дэлгэрэнгүй, зээлийн хуваарь, хүүний түвшин, жилийн хүү, үндсэн төлбөрийн буцаан төлөлт",
  "queries": null,
  "k": 8,
  "n_clusters": 10
}
[2025-06-17 12:36:30,648][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-17 12:36:30,648][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:30,649][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:36:30,650][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-17 12:36:30,650][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-17 12:36:30,650][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-17 12:36:31,451][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-17 12:36:31,702][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-17 12:36:33,743][DEBUG][MCPVectorOps] Response sent
[2025-06-17 12:46:55,889][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-17 12:46:55,894][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-17 12:46:55,901][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:46:55,901][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-17 12:46:55,902][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-17 12:46:55,910][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-17 12:46:55,911][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7cafe370f610>
[2025-06-17 12:46:55,911][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-17 12:46:55,911][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-17 12:46:55,911][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "historical debt schedule, loan agreements, outstanding debt, notes payable, debt maturities, long-term debt details",
  "queries": null,
  "k": 12,
  "n_clusters": 10
}
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:46:55,912][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:46:55,913][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:46:55,913][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:46:55,914][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-17 12:46:55,914][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-17 12:46:55,914][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-17 12:46:57,028][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-17 12:46:57,269][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-17 12:47:00,361][DEBUG][MCPVectorOps] Response sent
[2025-06-17 12:47:02,381][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-17 12:47:02,386][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-17 12:47:02,393][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:47:02,393][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-17 12:47:02,393][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-17 12:47:02,401][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-17 12:47:02,402][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x79b3fb617610>
[2025-06-17 12:47:02,402][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-17 12:47:02,402][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-17 12:47:02,402][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "borrowings schedule, interest rates, annual interest, principal repayments, new borrowings, debt covenants",
  "queries": null,
  "k": 12,
  "n_clusters": 10
}
[2025-06-17 12:47:02,402][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:02,403][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:02,404][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-17 12:47:02,404][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-17 12:47:02,404][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-17 12:47:03,197][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-17 12:47:03,456][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-17 12:47:05,509][DEBUG][MCPVectorOps] Response sent
[2025-06-17 12:47:07,582][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-17 12:47:07,587][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-17 12:47:07,594][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-17 12:47:07,594][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-17 12:47:07,595][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-17 12:47:07,603][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-17 12:47:07,603][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x770f4bc1b610>
[2025-06-17 12:47:07,603][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-17 12:47:07,603][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-17 12:47:07,604][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "өрийн хуваарь, зээлийн гэрээ, цогц өр, төлбөрийн үүрэг, өрийн төлбөрийн хугацаа",
  "queries": null,
  "k": 12,
  "n_clusters": 10
}
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Searching for security_id=MN0LNDB68390 in board_dirs=[PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_C'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_B'), PosixPath('/home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/primary_board_A')]
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_A/MN0LNDB68390
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_C/MN0LNDB68390
[2025-06-17 12:47:07,604][INFO][MCPVectorOps] [DEBUG] Checking candidate: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:07,605][INFO][MCPVectorOps] [DEBUG] Found security folder: /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390
[2025-06-17 12:47:07,605][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-17 12:47:07,605][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
